epochs,avg_batch_losses,training_losses,test_losses,test_accuracies,best_epoch,best_test_loss,best_test_accuracy,timestamp
3,0.34063264802098275,0.5276695034570165,0.36889225320938307,0.8927986906710311,2,0.3054829870279019,0.9083469721767594,2025-10-19T13:49:16.012300
3,0.3374927654862404,0.3448706047402488,0.3189309304341292,0.9034369885433715,2,0.3054829870279019,0.9083469721767594,2025-10-19T13:49:16.012300
3,0.317827745527029,0.3116105935639805,0.3054829870279019,0.9083469721767594,2,0.3054829870279019,0.9083469721767594,2025-10-19T13:49:16.012300
